product_name,product_version,oem_name,severity_level,vulnerability_description,mitigation_strategy,published_date,cve_id,url
Java Runtime Environment (JRE),Multiple,Oracle,Critical,Unspecified vulnerability in hotspot for Java Runtime Environment (JRE) allows remote attackers to affect integrity.,Apply updates per vendor instructions.,2022-05-25,CVE-2013-2423,https://nvd.nist.gov/vuln/detail/CVE-2013-2423
Java Runtime Environment (JRE),Multiple,Oracle,Critical,Unspecified vulnerability in the Java Runtime Environment (JRE) component in Oracle allows remote attackers to bypass the Java security sandbox.,Apply updates per vendor instructions.,2022-05-25,CVE-2013-0431,https://nvd.nist.gov/vuln/detail/CVE-2013-0431
Java Runtime Environment (JRE),Multiple,Oracle,Critical,A vulnerability in the way Java restricts the permissions of Java applets could allow an attacker to execute commands on a vulnerable system.,Apply updates per vendor instructions.,2022-05-25,CVE-2013-0422,https://nvd.nist.gov/vuln/detail/CVE-2013-0422
Silverlight,Multiple,Microsoft,Critical,"Microsoft Silverlight does not properly validate pointers during HTML object rendering, which allows remote attackers to execute code via a crafted Silverlight application.",The impacted product is end-of-life and should be disconnected if still in use.,2022-05-25,CVE-2013-0074,https://nvd.nist.gov/vuln/detail/CVE-2013-0074
Fusion Middleware,Multiple,Oracle,Critical,"Unspecified vulnerability in the Oracle WebCenter Forms Recognition component in Oracle Fusion Middleware allows remote attackers to affect confidentiality, integrity, and availability via Unknown vectors related to Designer.",Apply updates per vendor instructions.,2022-05-25,CVE-2012-1710,https://nvd.nist.gov/vuln/detail/CVE-2012-1710
JBoss,Multiple,Red Hat,Critical,"Unauthenticated access to the JBoss Application Server Web Console (/web-console) is blocked by default. However, it was found that this block was incomplete, and only blocked GET and POST HTTP verbs. A remote attacker could use this flaw to gain access to sensitive information.",Apply updates per vendor instructions.,2022-05-25,CVE-2010-1428,https://nvd.nist.gov/vuln/detail/CVE-2010-1428
Java Runtime Environment (JRE),Multiple,Oracle,Critical,"Unspecified vulnerability in the Java Runtime Environment (JRE) in Java SE component allows remote attackers to affect confidentiality, integrity, and availability via Unknown vectors.",Apply updates per vendor instructions.,2022-05-25,CVE-2010-0840,https://nvd.nist.gov/vuln/detail/CVE-2010-0840
JBoss,Multiple,Red Hat,Critical,"The JMX-Console web application in JBossAs in Red Hat JBoss Enterprise Application Platform performs access control only for the GET and POST methods, which allows remote attackers to send requests to this application's GET handler by using a different method.",Apply updates per vendor instructions.,2022-05-25,CVE-2010-0738,https://nvd.nist.gov/vuln/detail/CVE-2010-0738
Windows,Multiple,Microsoft,Critical,A privilege escalation vulnerability exists when the Windows kernel fails to properly handle objects in memory.,Apply updates per vendor instructions.,2022-05-24,CVE-2018-8611,https://nvd.nist.gov/vuln/detail/CVE-2018-8611
Network Attached Storage (NAS),Multiple,QNAP,Critical,A cross-site scripting vulnerability affecting QNAP NAS File Station could allow remote attackers to inject malicious code.,Apply updates per vendor instructions.,2022-05-24,CVE-2018-19953,https://nvd.nist.gov/vuln/detail/CVE-2018-19953
Network Attached Storage (NAS),Multiple,QNAP,Critical,A command injection vulnerability affecting QNAP NAS File Station could allow remote attackers to run commands.,Apply updates per vendor instructions.,2022-05-24,CVE-2018-19949,https://nvd.nist.gov/vuln/detail/CVE-2018-19949
Network Attached Storage (NAS),Multiple,QNAP,Critical,A cross-site scripting vulnerability affecting QNAP NAS File Station could allow remote attackers to inject malicious code.,Apply updates per vendor instructions.,2022-05-24,CVE-2018-19943,https://nvd.nist.gov/vuln/detail/CVE-2018-19943
SMBv1 server,Multiple,Microsoft,Critical,The SMBv1 server in Microsoft Windows allows remote attackers to obtain sensitive information from process memory via a crafted packet.,Apply updates per vendor instructions.,2022-05-24,CVE-2017-0147,https://nvd.nist.gov/vuln/detail/CVE-2017-0147
XML Core Services,Multiple,Microsoft,Critical,"Microsoft XML Core Services (MSXML) improperly handles objects in memory, allowing attackers to test for files on disk via a crafted web site.",Apply updates per vendor instructions.,2022-05-24,CVE-2017-0022,https://nvd.nist.gov/vuln/detail/CVE-2017-0022
Windows,Multiple,Microsoft,Critical,The Graphics Device Interface (GDI) in Microsoft Windows allows local users to gain privileges via a crafted application.,Apply updates per vendor instructions.,2022-05-24,CVE-2017-0005,https://nvd.nist.gov/vuln/detail/CVE-2017-0005
Internet Explorer,Multiple,Microsoft,Critical,Microsoft Internet Explorer contains a memory corruption vulnerability that allows remote attackers to execute code or cause a denial-of-service (DoS) via a crafted website.,Apply updates per vendor instructions.,2022-05-24,CVE-2017-0149,https://nvd.nist.gov/vuln/detail/CVE-2017-0149
Internet Explorer,Multiple,Microsoft,Critical,"A privilege escalation vulnerability exists when Internet Explorer does not properly enforce cross-domain policies, which could allow an attacker to access information.",Apply updates per vendor instructions.,2022-05-24,CVE-2017-0210,https://nvd.nist.gov/vuln/detail/CVE-2017-0210
Ghostscript,Multiple,Artifex,Critical,"Artifex Ghostscript allows -dSAFER bypass and remote command execution via .rsdparams type confusion with a ""/OutputFile.",Apply updates per vendor instructions.,2022-05-24,CVE-2017-8291,https://nvd.nist.gov/vuln/detail/CVE-2017-8291
Windows,Multiple,Microsoft,Critical,Microsoft Windows allows an attacker to take control of the affected system when Windows Search fails to handle objects in memory.,Apply updates per vendor instructions.,2022-05-24,CVE-2017-8543,https://nvd.nist.gov/vuln/detail/CVE-2017-8543
Virtual System/Server Administrator (VSA),Multiple,Kaseya,Critical,ConnectWise ManagedITSync integration for Kaseya VSA is vulnerable to unauthenticated remote commands that allow full direct access to the Kaseya VSA database.,The impacted product is end-of-life and should be disconnected if still in use.,2022-05-24,CVE-2017-18362,https://nvd.nist.gov/vuln/detail/CVE-2017-18362
Internet Explorer,Multiple,Microsoft,Critical,An information disclosure vulnerability exists when Internet Explorer does not properly handle JavaScript. The vulnerability could allow an attacker to detect specific files on the user's computer.,Apply updates per vendor instructions.,2022-05-24,CVE-2016-0162,https://nvd.nist.gov/vuln/detail/CVE-2016-0162
Internet Explorer and Edge,Multiple,Microsoft,Critical,An information disclosure vulnerability exists in the way that certain functions in Internet Explorer and Edge handle objects in memory. The vulnerability could allow an attacker to detect specific files on the user's computer.,Apply updates per vendor instructions.,2022-05-24,CVE-2016-3351,https://nvd.nist.gov/vuln/detail/CVE-2016-3351
iOS,Multiple,Apple,Critical,The Apple iOS kernel allows attackers to obtain sensitive information from memory via a crafted application.,Apply updates per vendor instructions.,2022-05-24,CVE-2016-4655,https://nvd.nist.gov/vuln/detail/CVE-2016-4655
iOS,Multiple,Apple,Critical,A memory corruption vulnerability in Apple iOS kernel allows attackers to execute code in a privileged context or cause a denial-of-service (DoS) via a crafted application.,Apply updates per vendor instructions.,2022-05-24,CVE-2016-4656,https://nvd.nist.gov/vuln/detail/CVE-2016-4656
iOS,Multiple,Apple,Critical,"Apple iOS WebKit contains a memory corruption vulnerability that allows attackers to execute remote code or cause a denial-of-service (DoS) via a crafted web site. This vulnerability could impact HTML parsers that use WebKit, including but not limited to Apple Safari and non-Apple products which rely on WebKit for HTML processing.",Apply updates per vendor instructions.,2022-05-24,CVE-2016-4657,https://nvd.nist.gov/vuln/detail/CVE-2016-4657
Adaptive Security Appliance (ASA),Multiple,Cisco,Critical,A buffer overflow vulnerability in the Simple Network Management Protocol (SNMP) code of Cisco ASA software could allow an attacker to cause a reload of the affected system or to remotely execute code.,Apply updates per vendor instructions.,2022-05-24,CVE-2016-6366,https://nvd.nist.gov/vuln/detail/CVE-2016-6366
Adaptive Security Appliance (ASA),Multiple,Cisco,Critical,"A vulnerability in the command-line interface (CLI) parser of Cisco ASA software could allow an authenticated, local attacker to create a denial-of-service (DoS) condition or potentially execute code.",Apply updates per vendor instructions.,2022-05-24,CVE-2016-6367,https://nvd.nist.gov/vuln/detail/CVE-2016-6367
Internet Explorer,Multiple,Microsoft,Critical,An information disclosure vulnerability exists when the Microsoft Internet Messaging API improperly handles objects in memory. An attacker who successfully exploited this vulnerability could allow the attacker to test for the presence of files on disk.,Apply updates per vendor instructions.,2022-05-24,CVE-2016-3298,https://nvd.nist.gov/vuln/detail/CVE-2016-3298
IOS XR,Multiple,Cisco,Critical,Cisco IOS XR software health check opens TCP port 6379 by default on activation. An attacker can connect to the Redis instance on the open port and allow access to the Redis instance that is running within the NOSi container.,Apply updates per vendor instructions.,2022-05-23,CVE-2022-20821,https://nvd.nist.gov/vuln/detail/CVE-2022-20821
Kernel,Multiple,Android,Critical,Android kernel contains a use-after-free vulnerability that allows for privilege escalation.,Apply updates per vendor instructions.,2022-05-23,CVE-2021-1048,https://nvd.nist.gov/vuln/detail/CVE-2021-1048
Kernel,Multiple,Android,Critical,"Android kernel contains a race condition, which allows for a use-after-free vulnerability. Exploitation can allow for privilege escalation.",Apply updates per vendor instructions.,2022-05-23,CVE-2021-0920,https://nvd.nist.gov/vuln/detail/CVE-2021-0920
Multiple Products,Multiple,Apple,Critical,"Apple iOS, macOS, watchOS, and tvOS contain a memory corruption vulnerability that could allow for remote code execution.",Apply updates per vendor instructions.,2022-05-23,CVE-2021-30883,https://nvd.nist.gov/vuln/detail/CVE-2021-30883
Windows,Multiple,Microsoft,Critical,An elevation of privilege vulnerability exists in the way that the Windows Kernel handles objects in memory. An attacker who successfully exploited the vulnerability could execute code with elevated permissions.,Apply updates per vendor instructions.,2022-05-23,CVE-2020-1027,https://nvd.nist.gov/vuln/detail/CVE-2020-1027
Update Notification Manager,Multiple,Microsoft,Critical,Microsoft Update Notification Manager contains an unspecified vulnerability that allows for privilege escalation.,Apply updates per vendor instructions.,2022-05-23,CVE-2020-0638,https://nvd.nist.gov/vuln/detail/CVE-2020-0638
Multiple Products,Multiple,Apple,Critical,"Apple iOS, macOS, watchOS, and tvOS contain a memory corruption vulnerability that could allow for privilege escalation.",Apply updates per vendor instructions.,2022-05-23,CVE-2019-7286,https://nvd.nist.gov/vuln/detail/CVE-2019-7286
iOS,Multiple,Apple,Critical,Apple iOS contains a memory corruption vulnerability which could allow an attacker to perform remote code execution.,Apply updates per vendor instructions.,2022-05-23,CVE-2019-7287,https://nvd.nist.gov/vuln/detail/CVE-2019-7287
Internet Explorer,Multiple,Microsoft,Critical,An information disclosure vulnerability exists when Internet Explorer improperly handles objects in memory. An attacker who successfully exploited this vulnerability could test for the presence of files on disk.,Apply updates per vendor instructions.,2022-05-23,CVE-2019-0676,https://nvd.nist.gov/vuln/detail/CVE-2019-0676
Chrome Blink,Multiple,Google,Critical,Google Chrome Blink contains a heap use-after-free vulnerability that allows an attacker to potentially perform out of bounds memory access via a crafted HTML page.,Apply updates per vendor instructions.,2022-05-23,CVE-2019-5786,https://nvd.nist.gov/vuln/detail/CVE-2019-5786
Windows,Multiple,Microsoft,Critical,"An information disclosure vulnerability exists in the way that the Windows SMB Server handles certain requests, which could lead to information disclosure from the server.",Apply updates per vendor instructions.,2022-05-23,CVE-2019-0703,https://nvd.nist.gov/vuln/detail/CVE-2019-0703
Windows,Multiple,Microsoft,Critical,A local elevation of privilege vulnerability exists in how splwow64.exe handles certain calls. An attacker who successfully exploited the vulnerability could elevate privileges on an affected system from low-integrity to medium-integrity.,Apply updates per vendor instructions.,2022-05-23,CVE-2019-0880,https://nvd.nist.gov/vuln/detail/CVE-2019-0880
Chrome WebAudio,Multiple,Google,Critical,Google Chrome WebAudio contains a use-after-free vulnerability that allows a remote attacker to potentially exploit heap corruption via a crafted HTML page.,Apply updates per vendor instructions.,2022-05-23,CVE-2019-13720,https://nvd.nist.gov/vuln/detail/CVE-2019-13720
Firefox and Thunderbird,Multiple,Mozilla,Critical,"Mozilla Firefox and Thunderbird contain a type confusion vulnerability that can occur when manipulating JavaScript objects due to issues in Array.pop, allowing for an exploitable crash.",Apply updates per vendor instructions.,2022-05-23,CVE-2019-11707,https://nvd.nist.gov/vuln/detail/CVE-2019-11707
Firefox and Thunderbird,Multiple,Mozilla,Critical,Mozilla Firefox and Thunderbird contain a sandbox escape vulnerability that could result in remote code execution.,Apply updates per vendor instructions.,2022-05-23,CVE-2019-11708,https://nvd.nist.gov/vuln/detail/CVE-2019-11708
WebKitGTK,Multiple,WebKitGTK,Critical,WebKitGTK contains a memory corruption vulnerability which can allow an attacker to perform remote code execution.,Apply updates per vendor instructions.,2022-05-23,CVE-2019-8720,https://nvd.nist.gov/vuln/detail/CVE-2019-8720
WhatsApp,Multiple,Meta Platforms,Critical,A vulnerability in WhatsApp Desktop when paired with WhatsApp for iPhone allows cross-site scripting and local file reading.,Apply updates per vendor instructions.,2022-05-23,CVE-2019-18426,https://nvd.nist.gov/vuln/detail/CVE-2019-18426
Windows,Multiple,Microsoft,Critical,"A privilege escalation vulnerability exists when the Windows AppX Deployment Extensions improperly performs privilege management, resulting in access to system files.",Apply updates per vendor instructions.,2022-05-23,CVE-2019-1385,https://nvd.nist.gov/vuln/detail/CVE-2019-1385
Windows,Multiple,Microsoft,Critical,A privilege escalation vulnerability exists when Windows AppX Deployment Service (AppXSVC) improperly handles hard links.,Apply updates per vendor instructions.,2022-05-23,CVE-2019-1130,https://nvd.nist.gov/vuln/detail/CVE-2019-1130
Flash Player,Multiple,Adobe,Critical,Adobe Flash Player have a stack-based buffer overflow vulnerability that could lead to remote code execution.,The impacted product is end-of-life and should be disconnected if still in use.,2022-05-23,CVE-2018-5002,https://nvd.nist.gov/vuln/detail/CVE-2018-5002
Win32k,Multiple,Microsoft,Critical,A privilege escalation vulnerability exists when Windows improperly handles calls to Win32k.sys. An attacker who successfully exploited this vulnerability could run remote code in the security context of the local system.,Apply updates per vendor instructions.,2022-05-23,CVE-2018-8589,https://nvd.nist.gov/vuln/detail/CVE-2018-8589
Multiple Firewalls,Multiple,Zyxel,Critical,A command injection vulnerability in the CGI program of some Zyxel firewall versions could allow an attacker to modify specific files and then execute some OS commands on a vulnerable device.,Apply updates per vendor instructions.,2022-05-16,CVE-2022-30525,https://nvd.nist.gov/vuln/detail/CVE-2022-30525
Spring Cloud Gateway,Multiple,VMware,Critical,"Spring Cloud Gateway applications are vulnerable to a code injection attack when the Gateway Actuator endpoint is enabled, exposed and unsecured.",Apply updates per vendor instructions.,2022-05-16,CVE-2022-22947,https://nvd.nist.gov/vuln/detail/CVE-2022-22947
BIG-IP,Multiple,F5,Critical,"F5 BIG-IP contains a missing authentication in critical function vulnerability which can allow for remote code execution, creation or deletion of files, or disabling services.",Apply updates per vendor instructions.,2022-05-10,CVE-2022-1388,https://nvd.nist.gov/vuln/detail/CVE-2022-1388
Multiple Products,Multiple,Apple,Critical,"A type confusion issue affecting multiple Apple products allows processing of maliciously crafted web content, leading to arbitrary code execution.",Apply updates per vendor instructions.,2022-05-04,CVE-2021-1789,https://nvd.nist.gov/vuln/detail/CVE-2021-1789
Multiple Products,Multiple,Apple,Critical,"A type confusion issue affecting multiple Apple products allows processing of maliciously crafted web content, leading to arbitrary code execution.",Apply updates per vendor instructions.,2022-05-04,CVE-2019-8506,https://nvd.nist.gov/vuln/detail/CVE-2019-8506
Win32k,Multiple,Microsoft,Critical,Microsoft Win32k contains an unspecified vulnerability that allows for privilege escalation.,Apply updates per vendor instructions.,2022-05-04,CVE-2014-4113,https://nvd.nist.gov/vuln/detail/CVE-2014-4113
Internet Explorer,Multiple,Microsoft,Critical,Use-after-free vulnerability in Microsoft Internet Explorer allows remote attackers to execute code.,Apply updates per vendor instructions.,2022-05-04,CVE-2014-0322,https://nvd.nist.gov/vuln/detail/CVE-2014-0322
OpenSSL,Multiple,OpenSSL,Critical,"The TLS and DTLS implementations in OpenSSL do not properly handle Heartbeat Extension packets, which allows remote attackers to obtain sensitive information.",Apply updates per vendor instructions.,2022-05-04,CVE-2014-0160,https://nvd.nist.gov/vuln/detail/CVE-2014-0160
Multiple Products,Multiple,WSO2,Critical,"Multiple WSO2 products allow for unrestricted file upload, resulting in remote code execution.",Apply updates per vendor instructions.,2022-04-25,CVE-2022-29464,https://nvd.nist.gov/vuln/detail/CVE-2022-29464
Windows,Multiple,Microsoft,Critical,Microsoft Windows User Profile Service contains an unspecified vulnerability that allows for privilege escalation.,Apply updates per vendor instructions.,2022-04-25,CVE-2022-26904,https://nvd.nist.gov/vuln/detail/CVE-2022-26904
Windows,Multiple,Microsoft,Critical,Microsoft Windows User Profile Service contains an unspecified vulnerability that allows for privilege escalation.,Apply updates per vendor instructions.,2022-04-25,CVE-2022-21919,https://nvd.nist.gov/vuln/detail/CVE-2022-21919
Kernel,Multiple,Linux,Critical,"Linux kernel contains an improper initialization vulnerability where an unprivileged local user could escalate their privileges on the system. This vulnerability has the moniker of ""Dirty Pipe.""",Apply updates per vendor instructions.,2022-04-25,CVE-2022-0847,https://nvd.nist.gov/vuln/detail/CVE-2022-0847
Win32k,Multiple,Microsoft,Critical,Microsoft Win32k contains an unspecified vulnerability that allows for privilege escalation.,Apply updates per vendor instructions.,2022-04-25,CVE-2021-41357,https://nvd.nist.gov/vuln/detail/CVE-2021-41357
Win32k,Multiple,Microsoft,Critical,Microsoft Win32k contains an unspecified vulnerability that allows for privilege escalation.,Apply updates per vendor instructions.,2022-04-25,CVE-2021-40450,https://nvd.nist.gov/vuln/detail/CVE-2021-40450
Script Security Plugin,Multiple,Jenkins,Critical,"Jenkins Script Security Plugin contains a protection mechanism failure, allowing an attacker to bypass the sandbox.",Apply updates per vendor instructions.,2022-04-25,CVE-2019-1003029,https://nvd.nist.gov/vuln/detail/CVE-2019-1003029
Zimbra Collaboration Suite (ZCS),Multiple,Synacor,Critical,Synacor Zimbra Collaboration Suite (ZCS) contains a cross-site scripting vulnerability that might allow remote attackers to inject arbitrary web script or HTML.,Apply updates per vendor instructions.,2022-04-19,CVE-2018-6882,https://nvd.nist.gov/vuln/detail/CVE-2018-6882
WhatsApp,Multiple,Meta Platforms,Critical,A buffer overflow vulnerability in WhatsApp VOIP stack allowed remote code execution via specially crafted series of RTCP packets sent to a target phone number.,Apply updates per vendor instructions.,2022-04-19,CVE-2019-3568,https://nvd.nist.gov/vuln/detail/CVE-2019-3568
Windows,Multiple,Microsoft,Critical,Microsoft Windows Print Spooler contains an unspecified vulnerability which allow for privilege escalation.,Apply updates per vendor instructions.,2022-04-19,CVE-2022-22718,https://nvd.nist.gov/vuln/detail/CVE-2022-22718
Multiple Products,Multiple,VMware,Critical,"VMware Workspace ONE Access, Identity Manager and vRealize Automation contain a privilege escalation vulnerability due to improper permissions in support scripts.",Apply updates per vendor instructions.,2022-04-15,CVE-2022-22960,https://nvd.nist.gov/vuln/detail/CVE-2022-22960
Chromium V8,Multiple,Google,Critical,"Google Chromium V8 Engine contains a type confusion vulnerability that allows a remote attacker to potentially exploit heap corruption via a crafted HTML page. This vulnerability could affect multiple web browsers that utilize Chromium, including, but not limited to, Google Chrome, Microsoft Edge, and Opera.",Apply updates per vendor instructions.,2022-04-15,CVE-2022-1364,https://nvd.nist.gov/vuln/detail/CVE-2022-1364
Multiple Products,Multiple,Crestron,Critical,"Multiple Crestron products are vulnerable to command injection via the file_transfer.cgi HTTP endpoint. A remote, unauthenticated attacker can use this vulnerability to execute operating system commands as root.",Apply updates per vendor instructions.,2022-04-15,CVE-2019-3929,https://nvd.nist.gov/vuln/detail/CVE-2019-3929
DNS-320 Storage Device,Multiple,D-Link,Critical,The login_mgr.cgi script in D-Link DNS-320 is vulnerable to remote code execution.,The impacted product is end-of-life and should be disconnected if still in use.,2022-04-15,CVE-2019-16057,https://nvd.nist.gov/vuln/detail/CVE-2019-16057
U.motion Builder,Multiple,Schneider Electric,Critical,A SQL Injection vulnerability exists in U.motion Builder software which could cause unwanted code execution when an improper set of characters is entered.,The impacted product is end-of-life and should be disconnected if still in use.,2022-04-15,CVE-2018-7841,https://nvd.nist.gov/vuln/detail/CVE-2018-7841
VTScada (formerly VTS),Multiple,Trihedral,Critical,The WAP interface in Trihedral VTScada (formerly VTS) allows remote attackers to cause a denial-of-service (DoS).,Apply updates per vendor instructions.,2022-04-15,CVE-2016-4523,https://nvd.nist.gov/vuln/detail/CVE-2016-4523
Web Studio,Multiple,InduSoft,Critical,"InduSoft Web Studio NTWebServer contains a directory traversal vulnerability that allows remote attackers to read administrative passwords in APP files, allowing for remote code execution.",Apply updates per vendor instructions.,2022-04-15,CVE-2014-0780,https://nvd.nist.gov/vuln/detail/CVE-2014-0780
AirOS,Multiple,Ubiquiti,Critical,Certain Ubiquiti devices contain a command injection vulnerability via a GET request to stainfo.cgi.,Apply updates per vendor instructions.,2022-04-15,CVE-2010-5330,https://nvd.nist.gov/vuln/detail/CVE-2010-5330
OmniPCX Enterprise,Multiple,Alcatel,Critical,masterCGI in the Unified Maintenance Tool in Alcatel OmniPCX Enterprise Communication Server allows remote attackers to execute arbitrary commands.,Apply updates per vendor instructions.,2022-04-15,CVE-2007-3010,https://nvd.nist.gov/vuln/detail/CVE-2007-3010
Workspace ONE Access and Identity Manager,Multiple,VMware,Critical,VMware Workspace ONE Access and Identity Manager allow for remote code execution due to server-side template injection.,Apply updates per vendor instructions.,2022-04-14,CVE-2022-22954,https://nvd.nist.gov/vuln/detail/CVE-2022-22954
Windows,Multiple,Microsoft,Critical,Microsoft Windows Common Log File System (CLFS) Driver contains an unspecified vulnerability that allows for privilege escalation.,Apply updates per vendor instructions.,2022-04-13,CVE-2022-24521,https://nvd.nist.gov/vuln/detail/CVE-2022-24521
Core,Multiple,Drupal,Critical,A remote code execution vulnerability exists within multiple subsystems of Drupal that can allow attackers to exploit multiple attack vectors on a Drupal site.,Apply updates per vendor instructions.,2022-04-13,CVE-2018-7602,https://nvd.nist.gov/vuln/detail/CVE-2018-7602
Virtual System/Server Administrator (VSA),Multiple,Kaseya,Critical,Kaseya VSA RMM allows unprivileged remote attackers to execute PowerShell payloads on all managed devices.,Apply updates per vendor instructions.,2022-04-13,CVE-2018-20753,https://nvd.nist.gov/vuln/detail/CVE-2018-20753
Flash Player,Multiple,Adobe,Critical,Use-after-free vulnerability in the BitmapData class in the ActionScript 3 (AS3) implementation in Adobe Flash Player allows remote attackers to execute code or cause a denial-of-service (DoS).,The impacted product is end-of-life and should be disconnected if still in use.,2022-04-13,CVE-2015-5123,https://nvd.nist.gov/vuln/detail/CVE-2015-5123
Flash Player,Multiple,Adobe,Critical,Use-after-free vulnerability in the DisplayObject class in the ActionScript 3 (AS3) implementation in Adobe Flash Player allows remote attackers to execute code or cause a denial-of-service (DoS).,The impacted product is end-of-life and should be disconnected if still in use.,2022-04-13,CVE-2015-5122,https://nvd.nist.gov/vuln/detail/CVE-2015-5122
Flash Player,Multiple,Adobe,Critical,Heap-based buffer overflow vulnerability in Adobe Flash Player allows remote attackers to execute code.,The impacted product is end-of-life and should be disconnected if still in use.,2022-04-13,CVE-2015-3113,https://nvd.nist.gov/vuln/detail/CVE-2015-3113
Internet Explorer,Multiple,Microsoft,Critical,Microsoft Internet Explorer contains a memory corruption vulnerability that allows an attacker to execute code or cause a denial-of-service (DoS).,Apply updates per vendor instructions.,2022-04-13,CVE-2015-2502,https://nvd.nist.gov/vuln/detail/CVE-2015-2502
Flash Player,Multiple,Adobe,Critical,Use-after-free vulnerability in Adobe Flash Player allows remote attackers to execute code.,The impacted product is end-of-life and should be disconnected if still in use.,2022-04-13,CVE-2015-0313,https://nvd.nist.gov/vuln/detail/CVE-2015-0313
Flash Player,Multiple,Adobe,Critical,Unspecified vulnerability in Adobe Flash Player allows remote attackers to execute code.,The impacted product is end-of-life and should be disconnected if still in use.,2022-04-13,CVE-2015-0311,https://nvd.nist.gov/vuln/detail/CVE-2015-0311
Flash Player,Multiple,Adobe,Critical,Stack-based buffer overflow in Adobe Flash Player allows attackers to execute code remotely.,The impacted product is end-of-life and should be disconnected if still in use.,2022-04-13,CVE-2014-9163,https://nvd.nist.gov/vuln/detail/CVE-2014-9163
Firebox and XTM,Multiple,WatchGuard,Critical,WatchGuard Firebox and XTM appliances allow a remote attacker with unprivileged credentials to access the system with a privileged management session via exposed management access.,Apply updates per vendor instructions.,2022-04-11,CVE-2022-23176,https://nvd.nist.gov/vuln/detail/CVE-2022-23176
Active Directory,Multiple,Microsoft,Critical,Microsoft Active Directory Domain Services contains an unspecified vulnerability that allows for privilege escalation.,Apply updates per vendor instructions.,2022-04-11,CVE-2021-42287,https://nvd.nist.gov/vuln/detail/CVE-2021-42287
Active Directory,Multiple,Microsoft,Critical,Microsoft Active Directory Domain Services contains an unspecified vulnerability that allows for privilege escalation.,Apply updates per vendor instructions.,2022-04-11,CVE-2021-42278,https://nvd.nist.gov/vuln/detail/CVE-2021-42278
Pixel,Multiple,Google,Critical,Google Pixel contains a possible out-of-bounds write due to a logic error in the code that could lead to local escalation of privilege.,Apply updates per vendor instructions.,2022-04-11,CVE-2021-39793,https://nvd.nist.gov/vuln/detail/CVE-2021-39793
Checkbox Survey,Multiple,Checkbox,Critical,Deserialization of Untrusted Data vulnerability in CheckboxWeb.dll of Checkbox Survey allows an unauthenticated remote attacker to execute arbitrary code.,Versions 6 and earlier for this product are end-of-life and must be removed from agency networks. Versions 7 and later are not considered vulnerable.,2022-04-11,CVE-2021-27852,https://nvd.nist.gov/vuln/detail/CVE-2021-27852
Kernel,Multiple,Linux,Critical,Linux Kernel contains a flaw in the packet socket (AF_PACKET) implementation which could lead to incorrectly freeing memory. A local user could exploit this for denial-of-service (DoS) or possibly for privilege escalation.,Apply updates per vendor instructions.,2022-04-11,CVE-2021-22600,https://nvd.nist.gov/vuln/detail/CVE-2021-22600
QNAP Network-Attached Storage (NAS),Multiple,QNAP,Critical,QNAP NAS devices contain a command injection vulnerability which could allow attackers to perform remote code execution.,Apply updates per vendor instructions.,2022-04-11,CVE-2020-2509,https://nvd.nist.gov/vuln/detail/CVE-2020-2509
User Interface (UI) for ASP.NET AJAX,Multiple,Telerik,Critical,Telerik.Web.UI in Progress Telerik UI for ASP.NET AJAX allows remote attackers to perform arbitrary file uploads or execute arbitrary code.,Apply updates per vendor instructions.,2022-04-11,CVE-2017-11317,https://nvd.nist.gov/vuln/detail/CVE-2017-11317
Sudo,Multiple,Sudo,Critical,"Sudo contains an off-by-one error that can result in a heap-based buffer overflow, which allows for privilege escalation.",Apply updates per vendor instructions.,2022-04-06,CVE-2021-3156,https://nvd.nist.gov/vuln/detail/CVE-2021-3156
HTTP Protocol Stack,Multiple,Microsoft,Critical,Microsoft HTTP Protocol Stack contains a vulnerability in http.sys that allows for remote code execution.,Apply updates per vendor instructions.,2022-04-06,CVE-2021-31166,https://nvd.nist.gov/vuln/detail/CVE-2021-31166
SMBv1 server,Multiple,Microsoft,Critical,The SMBv1 server in Microsoft allows remote attackers to execute arbitrary code via crafted packets.,Apply updates per vendor instructions.,2022-04-06,CVE-2017-0148,https://nvd.nist.gov/vuln/detail/CVE-2017-0148
Spring Framework,Multiple,VMware,Critical,Spring MVC or Spring WebFlux application running on JDK 9+ may be vulnerable to remote code execution (RCE) via data binding.,Apply updates per vendor instructions.,2022-04-04,CVE-2022-22965,https://nvd.nist.gov/vuln/detail/CVE-2022-22965
macOS,Multiple,Apple,Critical,macOS Monterey contains an out-of-bounds write vulnerability that could allow an application to execute arbitrary code with kernel privileges.,Apply updates per vendor instructions.,2022-04-04,CVE-2022-22675,https://nvd.nist.gov/vuln/detail/CVE-2022-22675
macOS,Multiple,Apple,Critical,macOS Monterey contains an out-of-bounds read vulnerability that could allow an application to read kernel memory.,Apply updates per vendor instructions.,2022-04-04,CVE-2022-22674,https://nvd.nist.gov/vuln/detail/CVE-2022-22674
Multiple Routers,Multiple,D-Link,Critical,A remote code execution vulnerability exists in all series H/W revisions routers via the DDNS function in ncc2 binary file.,The impacted product is end-of-life and should be disconnected if still in use.,2022-04-04,CVE-2021-45382,https://nvd.nist.gov/vuln/detail/CVE-2021-45382
